pedido_id,cliente_id,tienda_id,fecha_pedido,estado,total_bruto,total_descuentos,total_neto,metodo_pago,codigo_postal_envio,hora_entrega
5042518,106073.0,3,2024-07-23 11:38:07,cancelado,24.06,3.61,20.45,tarjeta,46011,
5042519,108858.0,1,2024-05-29 18:35:10,entregado,11.39,0.0,11.39,paypal,08010,2024-05-29 20:39:07
5042520,106599.0,2,2024-05-21 19:23:34,entregado,30.49,0.0,30.49,paypal,28034,2024-05-21 22:43:04
5042521,104992.0,1,2024-07-16 17:41:05,entregado,45.4,6.81,38.59,bizum,08009,2024-07-16 20:10:17
5042522,112026.0,1,2024-07-18 10:47:35,entregado,27.02,5.4,21.62,bizum,08019,2024-07-18 13:06:37
5042523,100219.0,2,2024-06-05 17:34:10,entregado,108.45,0.0,108.45,tarjeta,28001,2024-06-05 19:44:09
5042524,112657.0,3,2024-08-26 20:39:53,devuelto,36.51,7.3,29.21,tarjeta,46009,
5042525,,2,2024-07-26 11:39:40,entregado,20.47,0.0,20.47,tarjeta,28014,2024-07-26 13:28:30
5042526,103289.0,3,2024-08-25 10:03:29,entregado,22.57,0.0,22.57,bizum,46024,2024-08-25 11:54:34
5042527,,2,2024-07-08 18:28:33,entregado,27.44,0.0,27.44,paypal,28014,2024-07-08 20:52:01
5042528,106555.0,2,2024-07-11 15:38:40,entregado,45.17,4.52,40.65,tarjeta,28014,2024-07-11 19:02:10
5042529,102110.0,3,2024-08-03 08:52:06,entregado,36.44,0.0,36.44,tarjeta,46024,2024-08-03 10:35:28
5042530,102453.0,1,2024-05-07 07:03:38,entregado,86.58,4.33,82.25,bizum,08012,2024-05-07 08:50:19
5042531,103194.0,1,2024-07-20 08:47:50,entregado,31.48,4.72,26.76,tarjeta,08019,2024-07-20 11:36:15
5042532,107442.0,1,2024-08-08 21:14:52,cancelado,37.33,0.0,37.33,efectivo_entrega,08015,
5042533,113388.0,2,2024-07-01 07:21:54,entregado,118.64,17.8,100.84,paypal,28046,2024-07-01 09:45:21
5042534,111238.0,1,2024-04-30 11:33:20,en_reparto,19.29,3.86,15.43,tarjeta,08021,
5042535,110138.0,1,2024-07-23 18:24:08,entregado,37.99,7.6,30.39,transferencia,08004,2024-07-23 19:26:20
5042536,114709.0,1,2024-06-13 16:20:50,entregado,28.67,0.0,28.67,paypal,08002,2024-06-13 17:36:01
5042537,114027.0,1,2024-08-11 17:14:59,entregado,77.43,11.61,65.82,tarjeta,08025,2024-08-11 18:38:02
5042538,109518.0,2,2024-06-18 13:50:33,entregado,59.88,2.99,56.89,bizum,28016,2024-06-18 16:27:57
5042539,106522.0,5,2024-07-10 09:05:14,entregado,68.68,6.87,61.81,tarjeta,48014,2024-07-10 10:35:12
5042540,102928.0,4,2024-07-26 10:35:55,devuelto,15.63,2.34,13.29,efectivo_entrega,41017,
5042541,107633.0,1,2024-07-05 18:52:51,entregado,23.94,3.59,20.35,efectivo_entrega,08012,2024-07-05 21:40:16
5042542,110469.0,1,2024-06-30 10:30:42,entregado,26.21,0.0,26.21,tarjeta,08009,2024-06-30 13:39:36
5042543,108376.0,1,2024-06-08 16:12:13,entregado,38.89,3.89,35.0,tarjeta,08012,
5042544,107486.0,2,2024-08-02 19:16:33,entregado,36.22,3.62,32.6,bizum,28045,2024-08-02 22:27:05
5042545,114815.0,4,2024-06-14 09:13:02,entregado,53.37,2.67,50.7,paypal,41020,2024-06-14 12:18:27
5042546,106992.0,3,2024-08-13 17:41:47,entregado,19.25,0.0,19.25,transferencia,46023,2024-08-13 20:08:09
5042547,101770.0,4,2024-05-01 17:51:45,devuelto,63.74,6.37,57.37,paypal,41011,
5042548,101179.0,2,2024-06-06 19:21:57,entregado,18.46,0.0,18.46,tarjeta,28009,2024-06-06 22:29:14
5042549,104192.0,2,2024-07-15 19:39:42,entregado,28.21,0.0,28.21,bizum,28005,2024-07-15 21:02:51
5042550,107806.0,2,02/07/2024 20:15,cancelado,10.73,1.07,9.66,tarjeta,28045,
5042551,101782.0,1,2024-06-23 16:26:41,cancelado,53.25,5.33,47.92,TARJETA,08029,
5042552,103528.0,1,2024-08-15 17:04:15,entregado,56.92,5.69,51.23,tarjeta,08005,2024-08-15 19:49:21
5042553,111031.0,1,2024-08-15 13:49:19,entregado,31.82,0.0,31.82,bizum,08036,
5042554,106724.0,1,17/05/2024 11:02,entregado,27.02,1.35,25.67,efectivo_entrega,08017,2024-05-17 13:35:17
5042555,101369.0,2,2024-07-26 08:37:10,entregado,111.42,0.0,111.42,tarjeta,28046,2024-07-26 11:37:38
5042556,106707.0,1,2024-06-01 08:34:48,entregado,68.13,0.0,68.13,bizum,08025,2024-06-01 10:29:18
5042557,107183.0,1,2024-08-07 15:13:30,entregado,70.31,0.0,70.31,tarjeta,08021,2024-08-07 16:42:41
5042558,103088.0,2,2024-07-07 11:12:46,entregado,61.54,0.0,61.54,paypal,28007,2024-07-07 12:25:36
5042559,105081.0,3,2024-07-18 19:34:17,entregado,35.59,0.0,35.59,transferencia,46018,2024-07-18 22:06:32
5042560,,2,2024-06-23 17:59:31,entregado,34.99,0.0,34.99,tarjeta,28005,2024-06-23 21:13:01
5042561,101769.0,1,2024-07-12 16:47:48,entregado,39.91,2.0,37.91,tarjeta,08026,2024-07-12 20:02:12
5042562,107047.0,1,2024-07-23 18:35:41,entregado,23.45,0.0,23.45,bizum,08020,2024-07-23 19:58:27
5042563,110008.0,4,2024-07-31 21:38:15,entregado,33.75,3.38,30.37,tarjeta,41008,2024-07-31 22:40:57
5042564,114516.0,1,2024-07-29 08:52:16,entregado,35.82,1.79,34.03,bizum,08012,2024-07-29 10:36:38
5042565,106009.0,2,2024-07-15 08:47:57,entregado,28.05,1.4,26.65,tarjeta,28015,2024-07-15 10:42:37
5042566,105016.0,4,2024-08-09 18:55:22,entregado,20.94,2.09,18.85,paypal,41013,2024-08-09 22:08:35
5042567,111385.0,4,2024-08-09 19:08:33,entregado,120.63,0.0,120.63,paypal,41001,2024-08-09 20:49:33
5042568,104124.0,2,2024-05-02 17:53:11,entregado,14.79,1.48,13.31,bizum,28042,2024-05-02 19:24:03
5042569,114104.0,1,2024-06-18 17:36:36,entregado,59.8,0.0,59.8,tarjeta,08029,2024-06-18 18:47:41
5042570,105889.0,2,2024-06-29 18:34:17,entregado,61.24,0.0,61.24,bizum,28033,2024-06-29 21:47:54
5042571,105861.0,4,2024-06-20 15:44:25,entregado,30.39,0.0,30.39,tarjeta,41005,2024-06-20 17:48:21
5042572,,3,2024-07-07 10:33:28,entregado,13.88,0.0,13.88,bizum,46019,2024-07-07 12:25:21
5042573,104610.0,3,2024-06-29 11:06:08,devuelto,45.22,0.0,45.22,paypal,46005,
5042574,101098.0,4,2024-08-10 17:37:28,entregado,34.65,1.73,32.92,tarjeta,41019,2024-08-10 18:48:29
5042575,111853.0,4,28/06/2024 18:24,entregado,32.94,0.0,32.94,tarjeta,41015,2024-06-28 20:46:41
5042576,111800.0,1,2024-05-10 18:36:55,entregado,34.79,0.0,34.79,tarjeta,08035,2024-05-10 22:05:04
5042577,102999.0,2,2024-07-22 15:50:48,entregado,35.57,1.78,33.79,bizum,28042,2024-07-22 18:32:26
5042578,106157.0,4,2024-08-09 09:27:53,devuelto,12.43,0.62,11.81,bizum,41003,
5042579,110208.0,2,2024-07-30 19:10:51,devuelto,45.59,6.84,38.75,tarjeta,28009,
5042580,,1,2024-07-22 16:17:07,devuelto,66.02,0.0,66.02,tarjeta,08021,
5042581,111014.0,3,2024-07-17 17:01:39,entregado,17.56,2.63,14.93,tarjeta,46005,2024-07-17 19:39:52
5042582,113575.0,3,2024-05-28 08:21:01,entregado,24.09,1.2,22.89,efectivo_entrega,46011,2024-05-28 11:49:55
5042583,106959.0,2,2024-07-31 09:12:19,entregado,36.17,1.81,34.36,tarjeta,28036,2024-07-31 10:13:37
5042584,112605.0,1,2024-08-27 18:19:36,entregado,53.09,0.0,53.09,paypal,08010,2024-08-27 20:27:12
5042585,105381.0,3,2024-08-01 16:51:14,entregado,138.03,0.0,138.03,efectivo_entrega,46021,2024-08-01 19:42:42
5042586,103882.0,5,2024-07-18 09:09:23,devuelto,25.68,3.85,21.83,efectivo_entrega,48014,
5042587,100640.0,3,2024-07-30 15:09:56,entregado,76.16,11.42,64.74,paypal,46024,2024-07-30 16:24:36
5042588,111525.0,1,2024-08-08 19:37:17,entregado,29.5,2.95,26.55,tarjeta,08034,2024-08-08 22:30:23
5042589,113192.0,1,24/07/2024 17:33,entregado,25.21,5.04,20.17,transferencia,08008,2024-07-24 19:50:10
5042590,108369.0,3,2024-06-18 15:43:47,entregado,22.8,2.28,20.52,tarjeta,46023,2024-06-18 17:13:54
5042591,111703.0,3,2024-06-06 11:15:05,entregado,36.41,3.64,32.77,paypal,46024,2024-06-06 12:58:15
5042592,103088.0,5,2024-07-18 08:28:01,cancelado,37.48,0.0,37.48,paypal,48010,
5042593,105771.0,2,2024-07-17 10:45:28,entregado,22.47,1.12,21.35,efectivo_entrega,28033,2024-07-17 12:57:29
5042594,113598.0,2,2024-06-19 11:36:39,entregado,39.45,0.0,39.45,paypal,28016,2024-06-19 13:13:02
5042595,104886.0,4,2024-06-10 18:37:24,en_reparto,51.33,0.0,51.33,tarjeta,41015,
5042596,114681.0,1,2024-05-24 13:53:37,entregado,30.64,0.0,30.64,tarjeta,08035,2024-05-24 14:56:10
5042597,103206.0,1,2024-08-26 19:16:07,entregado,29.28,1.46,27.82,paypal,08028,2024-08-26 21:37:30
5042598,112445.0,1,23/07/2024 09:03,devuelto,39.92,5.99,33.93,Tarjeta,08026,
5042599,113155.0,4,2024-08-28 18:07:27,devuelto,19.56,0.98,18.58,tarjeta,41016,
5042600,114346.0,4,2024-07-27 18:21:10,entregado,36.45,0.0,36.45,paypal,41001,2024-07-27 21:10:28
5042601,102663.0,3,2024-06-22 11:25:20,devuelto,22.18,1.11,21.07,paypal,46023,
5042602,105432.0,4,2024-08-02 19:35:56,entregado,99.01,4.95,94.06,tarjeta,41005,2024-08-02 21:48:29
5042603,115006.0,1,2024-05-24 21:43:17,entregado,38.73,3.87,34.86,tarjeta,08005,2024-05-25 00:29:04
5042604,107954.0,1,2024-07-21 16:23:55,cancelado,45.47,0.0,45.47,TARJETA,08001,
5042605,108679.0,1,2024-06-24 16:40:10,entregado,19.64,2.95,16.69,tarjeta,08024,2024-06-24 17:59:50
5042606,105372.0,4,2024-07-22 10:40:01,en_preparacion,18.27,0.0,18.27,bizum,41013,
5042607,104203.0,3,2024-07-13 17:40:56,entregado,30.28,1.51,28.77,efectivo_entrega,46013,2024-07-13 19:55:31
5042608,108226.0,4,2024-06-08 13:45:39,entregado,23.34,3.5,19.84,tarjeta,41015,2024-06-08 15:46:56
5042609,111044.0,1,2024-06-15 11:09:28,entregado,45.95,4.59,41.36,tarjeta,08026,2024-06-15 14:10:19
5042610,114187.0,3,2024-06-07 15:39:08,entregado,31.88,1.59,30.29,tarjeta,46020,2024-06-07 17:29:44
5042611,109621.0,2,2024-08-02 10:59:07,en_preparacion,14.5,2.9,11.6,tarjeta,28034,
5042612,103705.0,2,2024-06-02 15:07:06,entregado,32.16,3.22,28.94,paypal,28007,2024-06-02 16:16:06
5042613,104510.0,4,2024-07-24 20:36:04,cancelado,67.55,10.13,57.42,efectivo_entrega,41003,
5042614,105182.0,1,2024-06-17 17:48:09,entregado,41.08,4.11,36.97,bizum,08021,2024-06-17 19:52:51
5042615,113369.0,5,2024-08-17 09:18:40,entregado,30.9,1.54,29.36,bizum,48009,2024-08-17 10:28:30
5042616,106112.0,1,2024-07-18 10:58:00,entregado,24.03,0.0,24.03,efectivo_entrega,08005,2024-07-18 11:59:58
5042617,103411.0,4,2024-06-14 09:12:26,entregado,95.82,4.79,91.03,bizum,41014,2024-06-14 10:15:17
5042618,101104.0,3,2024-05-23 17:38:44,devuelto,31.07,3.11,27.96,paypal,46009,
5042619,106007.0,4,2024-08-05 10:22:50,entregado,38.99,0.0,38.99,transferencia,41015,2024-08-05 12:20:56
5042620,108768.0,2,2024-07-23 18:43:06,entregado,42.82,0.0,42.82,tarjeta,28042,2024-07-23 22:03:43
5042621,100440.0,3,2024-07-08 08:50:21,entregado,32.41,0.0,32.41,tarjeta,46003,2024-07-08 11:15:10
5042622,111185.0,1,2024-05-27 15:47:14,entregado,65.05,0.0,65.05,bizum,08035,2024-05-27 19:00:48
5042623,101656.0,2,2024-05-23 12:31:56,entregado,31.8,1.59,30.21,bizum,28002,2024-05-23 14:53:04
5042624,111398.0,1,2024-08-02 15:37:04,entregado,21.61,2.16,19.45,paypal,08036,2024-08-02 16:48:42
5042625,106393.0,2,2024-06-25 13:50:25,entregado,28.26,2.83,25.43,paypal,28050,2024-06-25 14:53:03
5042626,108119.0,1,2024-07-14 10:50:53,entregado,8.5,0.0,8.5,bizum,08019,2024-07-14 13:52:38
5042627,112167.0,2,2024-05-25 12:36:34,devuelto,44.97,0.0,44.97,paypal,28003,
5042628,101403.0,3,2024-08-31 12:13:54,entregado,61.58,6.16,55.42,paypal,46006,2024-08-31 15:34:22
5042629,114224.0,4,2024-06-29 11:02:42,entregado,18.45,0.0,18.45,efectivo_entrega,41007,2024-06-29 13:48:15
5042630,109025.0,5,2024-06-28 09:16:09,entregado,20.46,1.02,19.44,bizum,48014,2024-06-28 11:54:38
5042631,102339.0,2,2024-08-02 13:40:55,devuelto,16.03,1.6,14.43,tarjeta,28034,
5042632,106028.0,3,2024-06-13 17:03:35,entregado,5.81,0.0,5.81,tarjeta,46010,
5042633,106943.0,3,2024-07-17 18:54:53,entregado,28.85,0.0,28.85,paypal,46010,2024-07-17 20:35:56
5042634,106693.0,4,2024-08-05 18:31:41,entregado,41.96,0.0,41.96,visa,41011,2024-08-05 19:48:03
5042635,101054.0,1,2024-06-02 08:10:20,entregado,36.91,1.85,35.06,efectivo_entrega,08017,2024-06-02 10:16:20
5042636,105500.0,3,2024-07-07 09:40:13,devuelto,29.12,1.46,27.66,tarjeta,46001,
5042637,102457.0,2,2024-08-02 09:16:30,entregado,23.13,3.47,19.66,tarjeta,28002,2024-08-02 10:21:54
5042638,109861.0,2,2024-07-02 20:38:05,entregado,42.26,0.0,42.26,bizum,28004,2024-07-02 22:25:42
5042639,107803.0,4,2024-07-25 19:19:26,entregado,10.01,1.0,9.01,tarjeta,41017,2024-07-25 22:17:47
5042640,108142.0,1,2024-07-08 17:26:53,entregado,63.26,6.33,56.93,BIZUM,08028,2024-07-08 20:36:52
5042641,111773.0,1,2024-06-04 10:56:42,entregado,10.59,1.59,9.0,TARJETA,08024,2024-06-04 12:24:29
5042642,108697.0,3,2024-08-22 18:17:01,entregado,20.01,0.0,20.01,bizum,46020,2024-08-22 21:07:15
5042643,103380.0,1,2024-07-24 12:46:52,cancelado,21.48,0.0,21.48,tarjeta,08035,
5042644,107763.0,1,04/07/2024 17:09,entregado,52.99,0.0,52.99,bizum,08036,2024-07-04 19:26:03
5042645,106804.0,2,2024-07-18 11:35:25,entregado,20.54,0.0,20.54,paypal,28028,
5042646,107817.0,2,2024-08-06 11:08:10,entregado,25.29,1.26,24.03,tarjeta,28042,2024-08-06 14:26:23
5042647,109827.0,2,2024-08-18 19:01:43,entregado,12.08,0.0,12.08,tarjeta,28046,
5042648,111520.0,1,22/06/2024 17:45,cancelado,30.48,0.0,30.48,bizum,08005,
5042649,106919.0,1,2024-06-17 11:44:26,entregado,18.5,1.85,16.65,tarjeta,08001,2024-06-17 13:53:12
5042650,111539.0,1,2024-06-30 20:38:00,entregado,83.23,8.32,74.91,bizum,08020,
5042651,107137.0,5,2024-08-22 09:12:40,entregado,60.06,6.01,54.05,tarjeta,48005,2024-08-22 11:12:42
5042652,106007.0,4,2024-05-23 19:40:42,entregado,24.69,2.47,22.22,tarjeta,41012,2024-05-23 22:41:02
5042653,110992.0,2,2024-08-23 09:40:48,entregado,55.14,0.0,55.14,efectivo_entrega,28036,2024-08-23 12:49:22
5042654,106979.0,2,2024-07-21 09:24:44,entregado,27.89,0.0,27.89,tarjeta,28013,2024-07-21 12:06:23
5042655,,2,2024-08-06 20:06:16,entregado,22.86,4.57,18.29,efectivo_entrega,28004,2024-08-06 22:18:02
5042656,104949.0,2,2024-06-15 08:06:26,entregado,61.19,0.0,61.19,bizum,28002,2024-06-15 10:33:41
5042657,103985.0,3,2024-08-21 18:15:19,devuelto,25.15,0.0,25.15,tarjeta,46002,
5042658,107609.0,1,2024-07-13 10:02:56,entregado,77.97,3.9,74.07,tarjeta,08007,2024-07-13 13:05:59
5042659,104984.0,1,2024-06-16 21:14:45,cancelado,28.67,1.43,27.24,transferencia,08015,
5042660,106533.0,1,2024-07-29 11:20:28,entregado,19.02,0.95,18.07,tarjeta,08012,2024-07-29 14:28:04
5042661,108853.0,1,2024-07-28 16:29:33,entregado,67.42,6.74,60.68,tarjeta,08026,2024-07-28 18:04:38
5042662,105847.0,1,2024-07-19 11:08:54,entregado,49.3,0.0,49.3,bizum,08023,2024-07-19 12:35:32
5042663,110743.0,4,2024-06-09 13:25:12,entregado,46.39,2.32,44.07,efectivo_entrega,41009,2024-06-09 16:19:23
5042664,109531.0,2,2024-09-01 19:48:42,entregado,29.57,1.48,28.09,bizum,28010,2024-09-01 21:59:46
5042665,111534.0,1,2024-07-03 12:31:10,entregado,56.79,2.84,53.95,bizum,08004,
5042666,104188.0,2,2024-06-25 18:36:34,entregado,18.16,0.91,17.25,bizum,28005,2024-06-25 20:05:58
5042667,103997.0,3,2024-08-18 19:20:22,cancelado,42.28,0.0,42.28,tarjeta,46010,
5042668,104985.0,3,2024-08-03 14:20:12,entregado,26.02,0.0,26.02,bizum,46022,2024-08-03 15:50:55
5042669,110053.0,1,2024-06-22 10:04:14,entregado,95.13,4.76,90.37,efectivo_entrega,08028,2024-06-22 11:50:47
5042670,111628.0,1,2024-08-06 09:05:42,entregado,41.52,0.0,41.52,paypal,08011,2024-08-06 11:55:03
5042671,108399.0,1,2024-06-17 13:29:52,entregado,18.49,2.77,15.72,mastercard,08029,2024-06-17 15:48:54
5042672,111773.0,1,2024-07-07 19:41:57,entregado,63.88,6.39,57.49,tarjeta,08028,2024-07-07 22:52:52
5042673,110873.0,5,2024-07-27 09:55:24,devuelto,37.45,1.87,35.58,tarjeta,48005,
5042674,109930.0,2,2024-08-08 11:53:28,entregado,19.73,1.97,17.76,bizum,28042,2024-08-08 12:58:00
5042675,115074.0,2,2024-07-18 08:56:27,entregado,32.16,1.61,30.55,paypal,28010,2024-07-18 12:22:24
5042676,103222.0,2,2024-06-12 18:12:11,entregado,19.41,0.0,19.41,bizum,28008,2024-06-12 19:29:34
5042677,113960.0,3,2024-08-01 19:13:47,entregado,64.62,6.46,58.16,transferencia,46005,2024-08-01 22:15:25
5042678,113958.0,1,2024-06-09 15:24:44,en_reparto,15.63,0.0,15.63,tarjeta,08035,
5042679,101749.0,1,17/07/2024 11:40,entregado,64.8,0.0,64.8,tarjeta,08036,2024-07-17 14:46:28
5042680,106826.0,4,2024-07-02 17:06:18,entregado,13.68,0.0,13.68,tarjeta,41007,2024-07-02 18:58:04
5042681,114292.0,4,22/05/2024 20:20,entregado,83.85,16.77,67.08,bizum,41002,2024-05-22 21:26:16
5042682,109097.0,1,2024-05-27 10:13:25,entregado,39.99,2.0,37.99,bizum,08006,2024-05-27 13:25:00
5042683,104990.0,2,2024-07-18 10:19:03,entregado,20.02,0.0,20.02,tarjeta,28015,2024-07-18 11:40:45
5042684,114822.0,3,2024-07-21 10:33:51,entregado,42.4,2.12,40.28,paypal,46024,2024-07-21 12:16:49
5042685,100716.0,2,2024-08-02 21:26:23,entregado,33.69,1.68,32.01,tarjeta,28046,2024-08-02 23:26:25
5042686,112480.0,2,2024-07-22 18:42:23,cancelado,20.75,2.08,18.67,tarjeta,28046,
5042687,100564.0,2,2024-06-29 17:11:53,en_preparacion,32.31,0.0,32.31,tarjeta,28042,
5042688,109953.0,4,2024-08-08 11:38:52,entregado,20.57,0.0,20.57,bizum,41015,2024-08-08 13:57:17
5042689,104534.0,2,2024-06-18 09:11:27,en_preparacion,16.59,0.0,16.59,bizum,28003,
5042690,109827.0,2,2024-07-21 11:52:41,entregado,33.0,3.3,29.7,tarjeta,28033,2024-07-21 14:19:35
5042691,113982.0,5,2024-05-28 20:01:27,entregado,37.36,3.74,33.62,tarjeta,48008,2024-05-28 23:12:08
5042692,110673.0,1,2024-08-03 12:06:58,entregado,33.57,0.0,33.57,paypal,08036,2024-08-03 13:42:08
5042693,103754.0,1,2024-08-20 17:27:54,cancelado,30.19,0.0,30.19,tarjeta,08015,
5042694,101870.0,1,2024-05-01 11:28:16,entregado,32.46,6.49,25.97,bizum,08026,2024-05-01 13:58:50
5042695,107786.0,2,2024-07-31 08:34:11,entregado,20.62,0.0,20.62,efectivo_entrega,28036,2024-07-31 10:45:46
5042696,103015.0,1,2024-07-22 17:12:36,entregado,43.85,0.0,43.85,bizum,08017,2024-07-22 20:29:10
5042697,102936.0,4,2024-06-14 21:01:37,entregado,37.95,0.0,37.95,tarjeta,41008,2024-06-15 00:00:36
5042698,111844.0,2,2024-08-20 16:02:49,devuelto,21.27,2.13,19.14,efectivo_entrega,28009,
5042699,109845.0,1,2024-06-09 20:36:52,entregado,31.84,0.0,31.84,tarjeta,08035,2024-06-09 23:30:22
5042700,112185.0,2,2024-07-08 17:35:41,devuelto,93.57,4.68,88.89,tarjeta,28045,
5042701,100994.0,1,2024-08-09 17:54:37,entregado,16.66,0.0,16.66,visa,08023,2024-08-09 19:45:05
5042702,102211.0,1,2024-06-09 19:17:40,entregado,33.48,3.35,30.13,efectivo_entrega,08024,2024-06-09 22:24:28
5042703,112979.0,1,2024-06-04 17:17:45,entregado,28.11,0.0,28.11,tarjeta,08008,2024-06-04 20:16:24
5042704,100593.0,2,2024-07-22 20:57:58,devuelto,105.99,0.0,105.99,tarjeta,28013,
5042705,101238.0,4,2024-08-31 11:37:09,entregado,103.57,0.0,103.57,tarjeta,41005,2024-08-31 15:02:39
5042706,113492.0,2,2024-05-30 19:59:49,entregado,11.35,0.57,10.78,tarjeta,28002,2024-05-30 21:06:53
5042707,113946.0,1,2024-05-28 17:39:45,entregado,58.67,0.0,58.67,tarjeta,08001,2024-05-28 20:24:10
5042708,110238.0,1,2024-06-02 11:31:10,entregado,28.14,0.0,28.14,bizum,08029,2024-06-02 14:18:23
5042709,112882.0,1,2024-08-30 19:51:14,entregado,27.65,0.0,27.65,tarjeta,08008,2024-08-30 21:52:35
5042710,109416.0,3,2024-07-19 17:43:33,entregado,24.88,0.0,24.88,transferencia,46023,2024-07-19 20:13:00
5042711,100036.0,3,2024-07-06 10:48:16,cancelado,28.48,0.0,28.48,bizum,46001,
5042712,100047.0,4,2024-05-16 18:45:23,entregado,20.11,0.0,20.11,tarjeta,41008,2024-05-16 20:59:15
5042713,111312.0,5,2024-07-30 16:30:13,entregado,125.22,12.52,112.7,paypal,48005,2024-07-30 18:10:05
5042714,,5,2024-08-31 18:17:01,entregado,44.47,0.0,44.47,transferencia,48014,2024-08-31 21:13:08
5042715,103194.0,4,2024-07-29 18:23:34,entregado,13.73,0.0,13.73,bizum,41018,2024-07-29 21:35:41
5042716,100047.0,2,2024-06-08 15:52:37,entregado,38.81,0.0,38.81,tarjeta,28034,2024-06-08 17:38:06
5042717,103827.0,1,2024-07-15 17:13:23,entregado,43.09,6.46,36.63,tarjeta,08024,2024-07-15 19:02:40
5042718,111841.0,1,2024-04-21 17:56:27,entregado,22.73,0.0,22.73,transferencia,08009,2024-04-21 19:20:26
5042719,111179.0,1,2024-07-04 09:05:50,cancelado,31.56,0.0,31.56,efectivo_entrega,08025,
5042720,111634.0,1,2024-07-05 11:48:17,entregado,55.08,11.02,44.06,efectivo_entrega,08004,2024-07-05 12:51:36
5042721,115079.0,3,2024-04-26 17:38:20,entregado,39.83,0.0,39.83,efectivo_entrega,46020,2024-04-26 20:04:26
5042722,109355.0,2,2024-06-11 18:34:26,entregado,25.28,0.0,25.28,bizum,28033,2024-06-11 21:25:28
5042723,103209.0,4,2024-06-20 21:26:42,entregado,47.33,0.0,47.33,paypal,41017,2024-06-20 23:34:54
5042724,100901.0,3,2024-07-08 18:57:42,entregado,58.72,5.87,52.85,bizum,46001,2024-07-08 20:47:30
5042725,105409.0,1,2024-06-02 18:09:47,entregado,98.75,19.75,79.0,paypal,08021,2024-06-02 21:38:04
5042726,101905.0,4,2024-06-30 19:40:30,devuelto,17.89,3.58,14.31,tarjeta,41007,
5042727,114295.0,1,2024-07-31 18:23:54,entregado,23.73,1.19,22.54,tarjeta,08015,2024-07-31 21:08:52
5042728,108467.0,1,2024-06-07 10:31:29,entregado,16.35,0.0,16.35,efectivo_entrega,08026,2024-06-07 12:34:31
5042729,113386.0,1,2024-08-05 08:17:23,entregado,23.68,0.0,23.68,bizum,08023,2024-08-05 11:20:05
5042730,109567.0,2,2024-07-06 20:19:17,entregado,30.34,3.03,27.31,tarjeta,28010,2024-07-06 23:04:38
5042731,106913.0,2,2024-07-20 16:43:50,entregado,18.19,0.91,17.28,tarjeta,28034,2024-07-20 19:22:20
5042732,105878.0,1,2024-05-12 10:35:00,entregado,40.07,2.0,38.07,paypal,08015,2024-05-12 12:03:53
5042733,110826.0,1,2024-06-18 16:46:21,entregado,38.43,5.76,32.67,tarjeta,08003,2024-06-18 17:49:37
5042734,114599.0,1,2024-06-29 19:03:59,entregado,23.03,0.0,23.03,tarjeta,08002,2024-06-29 22:17:37
5042735,101078.0,1,2024-08-15 17:28:00,entregado,35.63,0.0,35.63,bizum,08008,2024-08-15 18:48:32
5042736,103965.0,1,2024-07-11 09:37:49,entregado,23.94,0.0,23.94,paypal,08028,2024-07-11 11:21:08
5042737,111956.0,2,2024-06-27 09:55:06,devuelto,33.96,0.0,33.96,tarjeta,28036,
5042738,103099.0,4,2024-07-09 12:49:38,cancelado,25.31,2.53,22.78,tarjeta,41020,
5042739,113670.0,4,2024-07-31 08:14:32,entregado,21.67,3.25,18.42,bizum,41011,2024-07-31 10:08:15
5042740,105002.0,5,2024-07-21 19:01:25,entregado,53.21,0.0,53.21,paypal,48001,
5042741,104430.0,2,2024-06-14 10:27:59,entregado,91.89,4.59,87.3,transferencia,28012,2024-06-14 13:45:27
5042742,114406.0,2,2024-08-10 21:04:55,entregado,18.62,0.0,18.62,tarjeta,28013,2024-08-10 23:41:37
5042743,112845.0,2,2024-06-27 19:17:47,entregado,40.97,0.0,40.97,bizum,28003,2024-06-27 21:36:45
5042744,100933.0,3,2024-05-31 16:16:37,entregado,30.89,4.63,26.26,bizum,46022,2024-05-31 18:40:22
5042745,107137.0,1,2024-07-02 09:52:42,entregado,50.58,0.0,50.58,transferencia,08020,2024-07-02 12:13:26
5042746,106801.0,1,2024-07-08 10:00:22,entregado,23.25,4.65,18.6,paypal,08028,2024-07-08 11:59:23
5042747,105197.0,2,2024-06-23 09:52:46,entregado,32.74,0.0,32.74,tarjeta,28009,2024-06-23 12:01:24
5042748,101214.0,1,2024-07-17 11:23:39,entregado,28.51,2.85,25.66,bizum,08007,2024-07-17 13:50:38
5042749,112587.0,3,2024-06-07 09:21:01,entregado,33.85,0.0,33.85,Bizum,46006,2024-06-07 12:32:58
5042750,101517.0,2,2024-07-24 21:21:10,entregado,65.71,9.86,55.85,paypal,28003,2024-07-25 00:43:37
5042751,100085.0,2,2024-07-26 09:37:23,entregado,32.84,0.0,32.84,efectivo_entrega,28002,2024-07-26 12:29:32
5042752,101815.0,2,2024-08-05 15:02:59,entregado,61.23,0.0,61.23,bizum,28045,2024-08-05 16:22:40
5042753,109856.0,1,2024-07-12 12:30:41,entregado,41.86,2.09,39.77,transferencia,08036,2024-07-12 14:45:00
