producto_id,nombre,marca,categoria_id,precio_base,peso_kg,es_perecedero,dias_caducidad,activo,fecha_alta
2846,Producto Produce Mercadona 1kg,Mercadona,9.0,16.68,1.49,False,,True,2021-09-30
2847,Producto Era Carrefour 1L,Carrefour,66.0,17.19,2.87,FALSE,,True,2021-05-09
2848,Producto Serán Auchan 6ud,Auchan,47.0,24.75,3.08,False,,True,2022-01-04
2849,Producto Participación Mercadona 500ml,Mercadona,25.0,2.02,4.84,0,,False,2023-11-19
2850,Producto Principios Mercadona 6ud,Mercadona,80.0,3.18,0.2,1,9.0,True,2021-08-15
2851,Producto Antonio Eroski 6ud,Eroski,59.0,17.93,2.2,0,,True,2024-03-15
2852,Producto Análisis Auchan 1kg,Auchan,31.0,5.1,4.63,0,,True,2023-05-15
2853,Producto Consumo Dia 1kg,Dia,28.0,3.78,0.13,1,14.0,True,2022-10-09
2854,Producto Tal Carrefour 500g,Carrefour,64.0,3.85,4.31,0,,True,2022-02-08
2855,Producto Vuelve Auchan 1kg,Auchan,86.0,11.62,4.11,0,,True,2020-02-27
2856,Producto Quien Carrefour 12ud,Carrefour,37.0,15.3,4.24,0,,True,2022-02-19
2857,Producto Destino Dia 12ud,Dia,73.0,23.19,0.22,FALSE,,False,2022-07-05
2858,Producto Buena Eroski 6ud,Eroski,70.0,3.26,3.47,FALSE,,True,2023-09-13
2859,Producto Antes Mercadona 500ml,Mercadona,76.0,11.88,4.46,TRUE,4.0,True,2023-09-20
2860,Producto Señaló Eroski 500g,Eroski,89.0,17.25,2.92,0,,True,2021-11-14
2861,Producto Antes Genérico 250g,Genérico,52.0,11.98,2.37,False,,True,2022-03-28
2862,Producto Corte Dia 500ml,Dia,62.0,7.58,4.62,sí,14.0,True,2021-12-10
2863,Producto Una Dia 250g,Dia,81.0,15.91,2.89,False,,True,2023-01-27
2864,Producto Entonces Mercadona 250g,Mercadona,46.0,7.52,2.55,True,7.0,True,2021-09-28
2865,Producto Área Dia 500ml,Dia,87.0,21.51,0.6,True,5.0,True,2022-10-14
2866,Producto Afirmó Eroski pack 3,Eroski,28.0,9.55,3.92,True,6.0,True,2020-08-27
2867,Producto Otro Mercadona 250g,Mercadona,76.0,8.89,0.77,sí,5.0,True,2021-12-30
2868,Producto Creación Mercadona 12ud,Mercadona,61.0,6.32,3.21,False,,True,2024-02-14
2869,Producto Mañana Hacendado 500ml,Hacendado,53.0,19.0,0.88,sí,9.0,True,2021-06-09
2870,Producto Buenos Eroski 1L,Eroski,69.0,9.8,2.4,FALSE,,True,2022-12-12
2871,Producto Quién Hacendado 500ml,Hacendado,64.0,23.21,3.41,0,,True,2022-10-06
2872,Producto Eso Hacendado 6ud,Hacendado,14.0,23.92,4.59,no,,True,2023-08-16
2873,Producto Pesetas Dia 500ml,Dia,51.0,20.15,2.94,1,10.0,True,2023-08-17
2874,Producto Amigo Eroski 1L,Eroski,39.0,13.23,4.97,FALSE,,True,2023-08-27
2875,Producto Queda Eroski 250g,Eroski,10.0,20.87,0.53,TRUE,4.0,True,2021-08-13
2876,Producto Imágenes Carrefour 500ml,Carrefour,53.0,6.66,3.12,True,3.0,True,2021-05-06
2877,Producto Dónde Genérico 500g,Genérico,36.0,17.84,4.29,1,5.0,True,2023-01-21
2878,Producto Armas Mercadona 1kg,Mercadona,81.0,22.44,1.3,False,,True,2023-03-25
2879,Producto Calidad Eroski pack 3,Eroski,18.0,23.1,2.16,1,13.0,True,2023-09-17
2880,Producto Voy Dia 1kg,Dia,50.0,19.62,0.36,true,9.0,True,2020-02-25
2881,Producto Lleva Dia 500ml,Dia,16.0,4.85,4.9,sí,6.0,True,2020-04-16
2882,Producto San Eroski pack 3,Eroski,31.0,3.15,2.18,0,,True,2022-09-07
2883,Producto Habrá Auchan 500ml,Auchan,22.0,3.02,2.88,TRUE,7.0,True,2023-12-01
2884,Producto Tierra Auchan 1kg,Auchan,11.0,16.49,0.24,sí,9.0,True,2024-03-29
2885,Producto Lado Auchan 250g,Auchan,51.0,13.12,2.48,0,,True,2023-03-06
2886,Producto Tres Genérico 1L,Genérico,17.0,0.57,4.1,false,,True,2021-11-05
2887,Producto Mundo Genérico 6ud,Genérico,81.0,8.66,0.32,False,,True,2023-03-27
2888,Producto Suelo Dia 6ud,Dia,20.0,2.46,3.84,False,,True,2022-12-29
2889,Producto Vio Genérico 250g,Genérico,31.0,24.19,1.53,FALSE,,True,2020-06-05
2890,Producto Ninguna Eroski 6ud,Eroski,22.0,12.41,2.22,no,,True,2020-09-15
2891,Producto Espera Carrefour 250g,Carrefour,13.0,18.12,2.47,False,,True,2021-04-10
2892,Producto Jorge Eroski 500ml,Eroski,78.0,12.73,4.07,0,,True,2020-02-14
2893,Producto Hasta Hacendado 6ud,Hacendado,11.0,1.86,0.26,no,,True,2021-05-18
2894,Producto Cámara Auchan 1kg,Auchan,75.0,18.65,0.41,1,14.0,True,2020-03-28
2895,Producto Casos Auchan 250g,Auchan,11.0,6.44,0.12,False,,True,2021-07-10
2896,Producto Campo Mercadona 500g,Mercadona,48.0,11.67,2.98,1,4.0,True,2021-10-31
2897,Producto Días Mercadona 1L,Mercadona,85.0,2.04,1.72,true,14.0,True,2021-01-14
2898,Producto Conjunto Hacendado 1kg,Hacendado,50.0,8.37,1.11,False,,False,2021-10-02
2899,Producto Cine Dia 500g,Dia,31.0,3.45,2.11,1,14.0,True,2022-11-25
2900,Producto Habla Auchan 1L,Auchan,30.0,23.17,0.54,sí,13.0,True,2020-10-06
2901,Producto Pueden Hacendado pack 3,Hacendado,29.0,2.47,4.63,True,14.0,True,2020-09-28
2902,Producto Aunque Auchan pack 3,Auchan,45.0,17.45,3.22,TRUE,11.0,True,2022-08-04
2903,Producto Área Carrefour 250g,Carrefour,39.0,15.1,3.08,no,,True,2021-08-17
2904,Producto Opinión Dia 12ud,Dia,47.0,0.6,0.63,True,11.0,True,2022-11-27
2905,Producto Gente Dia 1L,Dia,88.0,11.86,1.08,0,,True,2022-02-12
2906,Producto Etapa Mercadona 1kg,Mercadona,23.0,17.28,2.4,no,,True,2022-06-24
2907,Producto Algunos Hacendado 6ud,Hacendado,14.0,7.47,1.7,False,,True,2020-12-26
2908,Producto Pronto Hacendado 500g,Hacendado,67.0,18.63,0.92,False,,True,2022-09-17
2909,Producto Hombres Genérico 500g,Genérico,71.0,2.23,2.25,1,12.0,True,2021-12-14
2910,Producto Información Eroski 6ud,Eroski,34.0,6.13,1.18,TRUE,6.0,True,2022-11-01
2911,Producto Del Auchan 1L,Auchan,34.0,2.29,0.32,0,,True,2023-10-28
2912,Producto Suerte Genérico pack 3,Genérico,36.0,4.85,2.32,False,,True,2021-12-23
2913,Producto Carne Dia 1L,Dia,54.0,8.72,2.86,True,7.0,True,2021-03-22
2914,Producto Acciones Auchan 12ud,Auchan,68.0,4.68,4.44,0,,True,2022-04-29
2915,Producto Estas Carrefour 1L,Carrefour,87.0,2.61,2.47,FALSE,,True,2020-04-24
2916,Producto Grupos Auchan pack 3,Auchan,84.0,7.33,3.69,no,,True,2024-01-08
2917,Producto Libro Auchan 1L,Auchan,50.0,22.34,0.79,no,,True,2024-03-14
2918,Producto Clase Auchan 250g,Auchan,9.0,1.47,3.85,no,,False,2021-04-09
2919,Producto Bastante Auchan pack 3,Auchan,76.0,20.33,0.54,false,,True,2024-02-03
2920,Producto Siendo Genérico 250g,Genérico,19.0,17.47,1.13,false,,True,2022-12-08
2921,Producto Modo Eroski 500g,Eroski,39.0,0.88,0.85,false,,True,2021-12-10
2922,Producto Señaló Eroski 250g,Eroski,82.0,24.41,0.74,false,,True,2021-04-14
2923,Producto Cualquier Mercadona 6ud,Mercadona,32.0,15.85,0.06,false,,True,2021-08-20
2924,Producto Temas Eroski 6ud,Eroski,58.0,13.5,3.78,true,14.0,True,2022-01-20
2925,Producto Hacer Genérico 1L,Genérico,78.0,19.79,4.41,true,14.0,True,2021-01-03
2926,Producto Niños Eroski 6ud,Eroski,74.0,22.25,1.86,TRUE,12.0,False,2022-06-07
2927,Producto Fuerza Carrefour 500g,Carrefour,55.0,14.23,0.74,false,,True,2022-06-11
2928,Producto Nivel Hacendado pack 3,Hacendado,78.0,18.56,4.36,FALSE,,True,2024-03-22
2929,Producto Región Dia 6ud,Dia,37.0,22.49,2.14,FALSE,,True,2021-04-03
2930,Producto Más Dia pack 3,Dia,56.0,12.4,0.66,False,,True,2024-02-28
2931,Producto Capaz Dia pack 3,Dia,77.0,15.7,4.73,False,,True,2022-10-19
2932,Producto Camino Carrefour pack 3,Carrefour,17.0,2.63,0.94,False,,True,2021-03-02
2933,Producto Se Hacendado 1kg,Hacendado,18.0,7.25,2.51,FALSE,,True,2022-05-29
2934,Producto Tendrá Eroski 250g,Eroski,75.0,7.67,2.73,false,,True,2022-12-01
2935,Producto Conciencia Auchan pack 3,Auchan,53.0,18.56,0.99,TRUE,3.0,True,2023-03-02
2936,Producto Somos Mercadona 6ud,Mercadona,38.0,10.58,3.25,no,,True,2020-03-17
2937,Producto Corte Eroski pack 3,Eroski,84.0,11.71,4.5,FALSE,,True,2022-07-31
2938,Producto Doctor Carrefour pack 3,Carrefour,42.0,9.6,4.24,sí,5.0,True,2022-02-10
2939,Producto Adelante Carrefour 1kg,Carrefour,67.0,17.93,4.87,1,14.0,True,2023-11-05
2940,Producto Particular Carrefour 1L,Carrefour,28.0,3.35,2.89,0,,True,2021-03-20
2941,Producto Produce Carrefour 1L,Carrefour,56.0,14.27,1.62,TRUE,8.0,True,2023-05-25
2942,Producto Cambio Genérico 1kg,Genérico,66.0,13.56,0.17,True,10.0,True,2022-08-01
2943,Producto Unidad Dia 1kg,Dia,67.0,0.6,4.88,FALSE,,True,2021-07-01
2944,Producto Tarde Auchan 500ml,Auchan,46.0,24.25,4.97,FALSE,,True,2022-09-15
2945,Producto Muchos Eroski pack 3,Eroski,81.0,8.79,2.42,true,3.0,True,2022-08-22
2946,Producto Modo Hacendado 500ml,Hacendado,79.0,1.1,1.14,no,,True,2022-11-18
2947,Producto Juez Hacendado 1L,Hacendado,50.0,0.0,4.68,True,7.0,True,2023-01-24
2948,Producto Llegado Genérico pack 3,Genérico,19.0,17.08,4.88,False,,True,2022-10-21
2949,Producto Derecha Dia 250g,Dia,71.0,22.75,0.78,False,,True,2023-07-26
2950,Producto Nacional Auchan 6ud,Auchan,56.0,0.79,1.58,0,,True,2022-09-02
2951,Producto Menos Hacendado 1L,Hacendado,80.0,18.32,4.96,false,,True,2023-11-04
2952,Producto Sangre Carrefour 12ud,Carrefour,45.0,18.34,4.19,no,,True,2022-10-01
2953,Producto Dos Carrefour 500ml,Carrefour,27.0,12.12,4.93,no,,True,2021-04-24
2954,Producto Pasó Mercadona 12ud,Mercadona,84.0,2.66,4.58,0,,True,2021-11-15
2955,Producto Entre Auchan 1kg,Auchan,80.0,5.37,1.48,False,,True,2022-06-19
2956,Producto Puerta Mercadona 500ml,Mercadona,47.0,12.6,1.16,no,,True,2023-02-11
2957,Producto Hombre Dia 500ml,Dia,28.0,23.91,2.39,no,,True,2020-05-20
2958,Producto Hermano Auchan 1kg,Auchan,45.0,12.54,1.26,0,,True,2021-04-03
2959,Producto Iba Auchan 500g,Auchan,44.0,15.16,2.43,FALSE,,True,2023-03-07
2960,Producto Ir Eroski pack 3,Eroski,42.0,24.36,1.9,False,,True,2020-09-29
2961,Producto Aún Mercadona 500ml,Mercadona,11.0,4.48,1.63,true,14.0,True,2020-07-24
2962,Producto Fuego Hacendado 500ml,Hacendado,29.0,9.34,4.78,False,,False,2022-04-17
2963,Producto Pp Genérico 500g,Genérico,46.0,13.08,0.96,0,,True,2024-02-18
2964,Producto Pesar Genérico 6ud,Genérico,30.0,21.86,3.44,false,,True,2022-04-04
2965,Producto Ésta Hacendado 6ud,Hacendado,55.0,20.66,2.61,true,8.0,True,2023-11-20
2966,Producto Problema Dia 1kg,Dia,61.0,3.0,1.14,True,6.0,True,2023-07-14
2967,Producto Veces Genérico 500g,Genérico,80.0,10.71,0.63,0,,True,2021-02-03
2968,Producto Obstante Auchan 6ud,Auchan,11.0,8.12,4.09,0,,True,2023-07-05
2969,Producto Arriba Genérico 6ud,Genérico,85.0,4.71,3.74,0,,True,2022-01-18
2970,Producto Proyectos Mercadona 1kg,Mercadona,25.0,17.35,1.09,0,,True,2023-06-06
2971,Producto Nivel Eroski 500g,Eroski,63.0,2.39,3.8,False,,False,2023-03-05
2972,Producto Área Hacendado 250g,Hacendado,22.0,11.98,0.26,false,,True,2021-06-10
2973,Producto Suerte Mercadona 500g,Mercadona,10.0,19.66,1.07,no,,True,2020-06-27
2974,Producto Sigue Eroski 6ud,Eroski,32.0,1.21,3.74,TRUE,7.0,True,2024-02-04
2975,Producto Después Dia 1kg,Dia,53.0,21.44,3.08,0,,True,2020-08-06
2976,Producto Lejos Hacendado 250g,Hacendado,17.0,13.45,4.82,no,,True,2024-02-10
2977,Producto Sentido Hacendado 500g,Hacendado,77.0,23.13,4.26,no,,True,2023-08-29
2978,Producto Realizar Carrefour pack 3,Carrefour,84.0,16.99,4.18,True,9.0,True,2023-01-30
2979,Producto Amigo Carrefour 12ud,Carrefour,74.0,3.25,0.66,0,,True,2024-03-02
2980,Producto Seis Auchan 6ud,Auchan,26.0,17.76,0.25,false,,True,2024-02-11
2981,Producto Santiago Auchan 500ml,Auchan,23.0,11.69,3.45,0,,True,2023-06-03
2982,Producto Civil Genérico 12ud,Genérico,37.0,7.61,0.98,no,,True,2021-07-22
2983,Producto Tres Eroski 6ud,Eroski,69.0,4.88,2.48,FALSE,,True,2023-05-13
2984,Producto Producción Genérico 500g,Genérico,65.0,3.41,3.49,FALSE,,True,2020-01-22
2985,Producto Meses Hacendado 6ud,Hacendado,30.0,24.38,3.0,false,,True,2022-04-13
2986,Producto Mucho Carrefour 12ud,Carrefour,24.0,18.26,3.58,TRUE,12.0,True,2021-12-07
2987,Producto Calle Dia pack 3,Dia,60.0,16.82,4.94,false,,True,2022-11-11
2988,Producto Materia Mercadona pack 3,Mercadona,27.0,3.14,2.51,True,13.0,True,2022-11-10
2989,Producto Siglo Hacendado 250g,Hacendado,12.0,20.83,0.18,False,,True,2022-06-27
2990,Producto Niños Eroski 6ud,Eroski,86.0,4.23,0.53,no,,True,2023-07-01
2991,Producto Tomar Mercadona pack 3,Mercadona,75.0,19.91,3.33,TRUE,10.0,True,2023-12-31
2992,Producto Música Dia 250g,Dia,78.0,23.83,2.18,1,4.0,True,2020-06-17
2993,Producto Autoridades Mercadona 12ud,Mercadona,49.0,11.33,0.93,True,13.0,True,2020-12-29
2994,Producto Educación Eroski 1kg,Eroski,47.0,12.53,3.59,true,10.0,True,2020-02-08
2995,Producto Opinión Eroski pack 3,Eroski,81.0,16.66,2.88,False,,True,2023-10-05
2996,Producto Piel Genérico 250g,Genérico,29.0,10.08,4.86,FALSE,,True,2022-05-22
2997,Producto Éste Mercadona 500ml,Mercadona,54.0,8.34,0.27,TRUE,8.0,True,2023-11-22
2998,Producto Hubo Hacendado 6ud,Hacendado,83.0,9.81,4.96,false,,True,2020-12-09
2999,Producto Norte Eroski 1L,Eroski,16.0,6.56,2.98,FALSE,,True,2020-04-08
3000,Producto Viejo Mercadona 500ml,Mercadona,17.0,3.29,2.72,sí,3.0,True,2023-07-03
3001,Producto Nuevos Genérico 12ud,Genérico,63.0,7.02,2.96,0,,True,2023-11-13
3002,Producto Formación Genérico 12ud,Genérico,57.0,8.39,2.47,true,14.0,True,2021-04-14
3003,Producto Partes Auchan 6ud,Auchan,52.0,4.57,4.85,sí,6.0,True,2021-09-26
3004,Producto Algo Mercadona 1L,Mercadona,18.0,7.53,4.98,sí,9.0,True,2020-08-05
3005,Producto Años Eroski 500g,Eroski,88.0,18.07,2.98,0,,True,2024-01-09
3006,Producto Ser Mercadona pack 3,Mercadona,81.0,10.95,0.43,False,,True,2021-04-17
3007,Producto Prensa Mercadona 500ml,Mercadona,73.0,11.1,1.04,FALSE,,True,2020-06-29
3008,Producto Menos Genérico pack 3,Genérico,88.0,16.94,4.41,FALSE,,True,2020-12-30
3009,Producto Armas Mercadona 1kg,Mercadona,75.0,14.62,4.81,True,14.0,True,2022-04-15
3010,Producto Lugar Eroski 12ud,Eroski,43.0,23.39,0.35,no,,True,2021-08-26
3011,Producto Bueno Carrefour 1L,Carrefour,68.0,4.18,1.54,FALSE,,True,2021-07-30
3012,Producto Puedo Mercadona 500g,Mercadona,49.0,16.02,1.37,no,,True,2024-01-14
3013,Producto Pequeño Dia 1L,Dia,29.0,10.43,1.0,true,6.0,True,2022-12-17
3014,Producto Septiembre Auchan pack 3,Auchan,48.0,14.21,3.25,0,,False,2022-04-19
3015,Producto Estudio Dia 1kg,Dia,29.0,1.2,1.42,FALSE,,True,2022-07-01
3016,Producto Pequeño Eroski pack 3,Eroski,14.0,19.65,4.49,True,8.0,True,2023-02-02
3017,Producto Primer Auchan 6ud,Auchan,17.0,16.95,2.01,false,,True,2023-10-07
3018,Producto Medios Carrefour 500g,Carrefour,26.0,14.48,0.65,False,,True,2022-10-14
3019,Producto Año Mercadona 500ml,Mercadona,83.0,12.65,3.02,TRUE,8.0,True,2023-07-19
3020,Producto Carácter Eroski 12ud,Eroski,83.0,20.23,4.68,FALSE,,True,2022-08-14
3021,Producto Base Carrefour 1L,Carrefour,22.0,24.25,1.31,0,,True,2023-12-29
3022,Producto Hicieron Genérico 6ud,Genérico,71.0,17.63,2.75,1,10.0,True,2021-03-10
3023,Producto Ya Mercadona 1kg,Mercadona,44.0,9.38,4.12,FALSE,,False,2022-12-08
3024,Producto Tampoco Hacendado 250g,Hacendado,86.0,17.41,1.24,false,,True,2020-12-03
3025,Producto Ninguna Eroski 6ud,Eroski,48.0,22.62,2.7,FALSE,,True,2021-11-21
3026,Producto Animales Auchan 250g,Auchan,65.0,22.78,4.89,0,,True,2021-01-01
3027,Producto Junio Mercadona 1L,Mercadona,20.0,7.78,0.84,false,,True,2021-07-17
3028,Producto Año Mercadona 12ud,Mercadona,49.0,19.83,0.45,TRUE,10.0,True,2024-03-03
3029,Producto Enfermedad Mercadona 6ud,Mercadona,61.0,18.07,4.11,no,,True,2021-07-24
3030,Producto Mar Genérico 500g,Genérico,42.0,9.11,4.08,false,,True,2023-11-01
3031,Producto Sur Eroski 250g,Eroski,67.0,19.16,0.96,False,,True,2021-07-11
3032,Producto Ni Hacendado 12ud,Hacendado,26.0,5.39,2.9,no,,True,2021-09-10
3033,Producto Tú Genérico 1kg,Genérico,40.0,21.24,3.97,false,,True,2020-10-21
3034,Producto Flores Mercadona 1kg,Mercadona,70.0,6.88,4.14,no,,True,2020-07-08
3035,Producto Aquellas Hacendado 12ud,Hacendado,34.0,9.5,1.92,false,,True,2023-08-10
3036,Producto Exterior Carrefour 250g,Carrefour,82.0,23.72,3.25,FALSE,,True,2021-12-07
3037,Producto Sí Auchan 1L,Auchan,20.0,6.9,0.3,0,,True,2022-10-26
3038,Producto Usted Dia 1kg,Dia,85.0,2.67,4.74,False,,True,2022-09-23
3039,Producto Bastante Auchan pack 3,Auchan,76.0,20.76,1.16,0,,True,2022-07-16
3040,Producto Explicó Dia pack 3,Dia,43.0,9.85,1.07,0,,True,2020-02-03
3041,Producto Porque Eroski 1L,Eroski,45.0,10.74,0.77,0,,True,2023-05-07
3042,Producto Aquella Carrefour pack 3,Carrefour,42.0,22.72,3.44,false,,True,2021-01-13
3043,Producto Además Auchan 1kg,Auchan,10.0,21.84,2.02,FALSE,,True,2023-05-07
3044,Producto Dejar Eroski 12ud,Eroski,58.0,18.52,0.52,1,3.0,True,2020-11-14
3045,Producto Mismo Auchan 6ud,Auchan,39.0,24.91,4.84,FALSE,,True,2023-07-13
3046,Producto Programas Hacendado 500ml,Hacendado,14.0,12.85,4.89,FALSE,,True,2022-05-10
3047,Producto Grandes Genérico 250g,Genérico,25.0,14.71,2.54,sí,8.0,True,2022-06-29
3048,Producto Países Hacendado 6ud,Hacendado,25.0,17.89,1.34,0,,True,2023-06-17
3049,Producto Socialista Auchan 500ml,Auchan,25.0,18.81,1.45,0,,True,2020-12-27
3050,Producto Pesetas Mercadona 500ml,Mercadona,87.0,13.16,0.87,FALSE,,True,2023-04-17
3051,Producto Política Mercadona 1kg,Mercadona,71.0,14.1,3.2,False,,True,2023-05-10
3052,Producto Carne Carrefour 250g,Carrefour,33.0,6.12,1.34,TRUE,14.0,True,2022-07-14
3053,Producto Que Auchan 250g,Auchan,23.0,11.31,2.83,FALSE,,True,2021-03-06
3054,Producto Aspecto Mercadona 1kg,Mercadona,23.0,3.52,4.35,sí,5.0,True,2024-03-08
3055,Producto Todas Mercadona 500ml,Mercadona,,14.29,1.1,False,,True,2024-03-14
3056,Producto España Genérico 1kg,Genérico,9.0,10.69,3.85,1,13.0,True,2022-04-19
3057,Producto Modo Hacendado 500ml,Hacendado,51.0,17.18,2.0,FALSE,,True,2023-05-25
3058,Producto Cual Mercadona 6ud,Mercadona,22.0,4.26,4.16,TRUE,13.0,True,2020-06-19
3059,Producto Existen Dia 250g,Dia,89.0,8.56,3.13,true,10.0,True,2023-09-07
3060,Producto Le Carrefour 1L,Carrefour,81.0,21.64,1.45,0,,True,2020-07-23
3061,Producto Una Genérico 12ud,Genérico,18.0,2.76,1.24,true,9.0,True,2021-07-10
3062,Producto Costa Carrefour 12ud,Carrefour,35.0,19.59,3.78,TRUE,13.0,True,2023-05-09
3063,Producto Unas Auchan 12ud,Auchan,47.0,18.52,4.52,no,,True,2022-07-03
3064,Producto Mayoría Eroski 500g,Eroski,54.0,20.88,2.47,false,,True,2020-01-25
3065,Producto Cual Dia 12ud,Dia,69.0,2.7,1.87,false,,True,2021-02-16
3066,Producto Sólo Auchan 500g,Auchan,89.0,1.48,2.34,False,,True,2020-07-15
3067,Producto Humano Auchan 500g,Auchan,28.0,7.61,4.54,false,,True,2021-10-15
3068,Producto Resultado Carrefour 500ml,Carrefour,28.0,21.11,1.51,False,,False,2020-06-25
3069,Producto Doctor Hacendado 500g,Hacendado,18.0,13.0,2.35,false,,True,2020-04-08
3070,Producto Necesario Dia 500ml,Dia,41.0,14.84,0.13,False,,True,2021-11-27
3071,Producto Conciencia Carrefour 1kg,Carrefour,68.0,21.14,2.11,TRUE,14.0,True,2021-07-16
3072,Producto Próximo Eroski pack 3,Eroski,84.0,19.05,4.05,false,,True,2022-07-11
3073,Producto Estaba Carrefour 1kg,Carrefour,32.0,2.41,1.33,False,,True,2021-12-03
3074,Producto Justicia Genérico 250g,Genérico,64.0,0.63,0.9,sí,10.0,True,2020-12-10
3075,Producto Septiembre Mercadona pack 3,Mercadona,60.0,7.91,3.1,False,,True,2022-08-13
3076,Producto Era Mercadona 500ml,Mercadona,59.0,2.64,0.99,true,3.0,True,2023-02-03
3077,Producto Precio Mercadona 250g,Mercadona,33.0,5.62,3.27,false,,True,2023-11-12
3078,Producto Voluntad Mercadona 1L,Mercadona,89.0,2.6,0.78,false,,True,2022-10-20
3079,Producto Banco Carrefour 1kg,Carrefour,23.0,18.59,2.45,false,,False,2021-04-13
3080,Producto Futuro Genérico 1L,Genérico,66.0,5.42,4.18,FALSE,,True,2022-09-26
3081,Producto Vuelve Hacendado 12ud,Hacendado,10.0,24.49,3.7,no,,True,2020-02-18
3082,Producto Ni Dia 250g,Dia,79.0,12.43,2.98,false,,True,2022-01-14
3083,Producto Dolor Carrefour 250g,Carrefour,71.0,13.43,1.61,False,,True,2021-09-15
3084,Producto Anterior Auchan 500g,Auchan,62.0,12.61,1.77,no,,True,2022-12-01
3085,Producto General Carrefour 500ml,Carrefour,11.0,18.28,2.22,0,,True,2022-01-31
3086,Producto Marcha Eroski 6ud,Eroski,84.0,23.07,3.59,FALSE,,True,2023-11-14
3087,Producto Ninguna Eroski 12ud,Eroski,46.0,24.01,3.38,false,,True,2020-04-24
3088,Producto Distintas Mercadona 1kg,Mercadona,69.0,15.73,3.76,sí,13.0,True,2020-05-05
3089,Producto Proyecto Carrefour 1kg,Carrefour,31.0,15.33,2.11,true,10.0,True,2022-08-02
3090,Producto Política Genérico 250g,Genérico,35.0,24.97,1.34,false,,True,2020-04-12
3091,Producto Quien Mercadona 250g,Mercadona,31.0,20.26,0.61,False,,True,2021-03-03
3092,Producto Pensar Carrefour pack 3,Carrefour,80.0,6.81,1.81,False,,False,2022-09-10
3093,Producto Cantidad Dia 1kg,Dia,80.0,21.4,3.04,false,,True,2022-05-01
3094,Producto Marcha Auchan pack 3,Auchan,15.0,24.07,4.87,False,,True,2021-05-20
3095,Producto Niños Mercadona 500g,Mercadona,87.0,20.67,0.57,true,13.0,True,2024-03-25
3096,Producto P Dia 1kg,Dia,35.0,18.33,3.82,false,,True,2022-04-04
3097,Producto Manos Carrefour 6ud,Carrefour,21.0,8.69,4.25,true,10.0,True,2021-12-05
3098,Producto Dólares Carrefour pack 3,Carrefour,9.0,8.85,0.47,0,,True,2022-07-29
3099,Producto Primeros Dia 1L,Dia,62.0,4.2,2.14,False,,True,2020-06-03
3100,Producto Aspectos Auchan 12ud,Auchan,63.0,22.49,2.6,False,,True,2022-12-26
3101,Producto Unos Auchan 1kg,Auchan,12.0,19.36,2.61,false,,True,2023-08-17
3102,Producto América Dia 12ud,Dia,52.0,24.55,0.35,true,3.0,True,2022-10-08
3103,Producto Revolución Genérico 250g,Genérico,28.0,24.44,4.01,0,,True,2023-04-09
3104,Producto García Auchan 12ud,Auchan,46.0,22.19,4.37,FALSE,,True,2023-01-24
3105,Producto Mucha Dia 250g,Dia,49.0,20.75,3.07,no,,True,2020-11-30
3106,Producto Primeros Auchan 1L,Auchan,60.0,22.24,3.11,False,,True,2021-12-02
3107,Producto Debía Mercadona 12ud,Mercadona,53.0,19.49,0.47,0,,True,2020-12-20
3108,Producto Espacio Eroski 1kg,Eroski,58.0,13.24,1.11,False,,True,2021-06-10
3109,Producto Sueño Genérico 6ud,Genérico,48.0,19.04,0.19,1,11.0,True,2021-12-05
3110,Producto Fondo Mercadona 500ml,Mercadona,39.0,18.29,0.6,no,,True,2021-10-08
3111,Producto Actitud Dia 6ud,Dia,56.0,3.52,4.71,False,,True,2020-05-27
3112,Producto Semana Eroski 250g,Eroski,82.0,11.59,4.04,0,,True,2021-10-24
3113,Producto Semana Eroski 1L,Eroski,81.0,9.07,3.93,TRUE,14.0,True,2022-10-30
3114,Producto Información Eroski 12ud,Eroski,26.0,13.22,1.67,sí,12.0,True,2021-08-04
3115,Producto Perdido Auchan 500g,Auchan,55.0,4.08,2.09,false,,True,2020-08-25
3116,Producto Especie Carrefour pack 3,Carrefour,63.0,5.75,3.4,1,9.0,True,2023-12-04
3117,Producto Capacidad Mercadona 12ud,Mercadona,75.0,21.85,3.2,False,,True,2020-04-14
3118,Producto Sí Eroski 12ud,Eroski,71.0,20.67,0.68,sí,14.0,True,2023-07-16
3119,Producto Durante Mercadona 500g,Mercadona,74.0,17.5,0.21,false,,True,2020-05-24
3120,Producto Paz Dia 500g,Dia,80.0,15.23,0.65,false,,True,2020-05-30
3121,Producto Serán Genérico 1kg,Genérico,14.0,3.37,1.9,False,,True,2023-02-21
3122,Producto Ningún Mercadona 1kg,Mercadona,12.0,3.97,0.29,False,,True,2023-06-15
3123,Producto España Carrefour 1kg,Carrefour,45.0,20.56,0.66,FALSE,,True,2022-05-14
3124,Producto Nos Auchan pack 3,Auchan,14.0,14.53,4.51,False,,True,2022-06-30
3125,Producto Conseguir Mercadona 1kg,Mercadona,69.0,19.16,2.33,no,,True,2022-05-22
3126,Producto Fuentes Carrefour 6ud,Carrefour,66.0,2.68,3.14,no,,True,2021-05-27
3127,Producto Puedo Dia 250g,Dia,59.0,23.96,3.69,False,,True,2020-07-08
3128,Producto Europa Eroski 250g,Eroski,30.0,14.5,3.55,false,,True,2021-07-03
